FWA,À’E-2U063,2015-05-20 11:20:02
JGN,À’E-2U069,2015-05-20 11:20:06
EFP,À’E-2U069,2015-05-20 11:20:45
RET,,2015-05-20 
FSD,À’E-2U081,2015-05-20 11:21:26
SNY,À’E-2U099,2015-05-20 11:21:29
KFM,À’E-2U069,2015-05-20 11:21:54
GBV,À’E-2U063,2015-05-20 11:22:06
CVF,À’E-2U195,2015-05-20 11:22:25
RET,À’E-2U083,2015-05-20 11:23:08
JMS,À’E-2U081,2015-05-20 11:23:15
BCA,À’E-2U063,2015-05-20 11:23:13
BPN,,2015-05-20 
JGN,À’E-2U083,2015-05-20 11:24:15
FXJ,À’E-2U081,2015-05-20 11:24:18
EUN,À’E-2U069,2015-05-20 11:24:22
BZW,À’E-2U063,2015-05-20 11:24:37
EFP,À’E-2U083,2015-05-20 11:24:55
GCS,À’E-2U069,2015-05-20 11:25:07
FSX,À’E-2U063,2015-05-20 11:25:52
AGE,À’E-2U195,2015-05-20 11:26:15
KFM,À’E-2U083,2015-05-20 11:26:24
RBF,À’E-2U069,2015-05-20 11:26:37
EYT,À’E-2U063,2015-05-20 11:27:01
ETZ,À’E-2U069,2015-05-20 11:27:37
RBV,,2015-05-20 
RBV,À’E-2U190,2015-05-20 11:28:06
DJH,À’E-2U195,2015-05-20 11:27:57
GSP,À’E-2U069,2015-05-20 11:28:21
EUN,À’E-2U083,2015-05-20 11:28:30
DDY,,2015-05-20 
AGE,À’E-2U081,2015-05-20 11:28:53
BCD,À’E-2U063,2015-05-20 11:29:22
GCS,À’E-2U083,2015-05-20 11:29:18
DJH,À’E-2U081,2015-05-20 11:29:38
FCS,À’E-2U069,2015-05-20 11:29:53
BTM,À’E-2U063,2015-05-20 11:30:07
RBF,À’E-2U083,2015-05-20 11:30:28
RET,À’E-2U190,2015-05-20 11:30:40
BPN,À’E-2U195,2015-05-20 11:30:42
ETZ,À’E-2U083,2015-05-20 11:31:16
JGN,À’E-2U190,2015-05-20 11:31:12
DHB,À’E-2U069,2015-05-20 11:31:23
HXE,À’E-2U063,2015-05-20 11:31:37
EMX,À’E-2U195,2015-05-20 11:31:42
SNY,À’E-2U081,2015-05-20 11:31:52
GSP,À’E-2U083,2015-05-20 11:32:08
HGA,À’E-2U069,2015-05-20 11:32:23
EFP,À’E-2U190,2015-05-20 11:32:27
GXV,,2015-05-20 
KFM,À’E-2U190,2015-05-20 11:33:02
FCS,À’E-2U083,2015-05-20 11:33:06
BPN,À’E-2U081,2015-05-20 11:33:24
RBG,À’E-2U069,2015-05-20 11:33:38
EMX,À’E-2U081,2015-05-20 11:33:50
RWF,,2015-05-20 
ENT,À’E-2U069,2015-05-20 11:34:08
DHB,À’E-2U083,2015-05-20 11:34:34
EUN,À’E-2U190,2015-05-20 11:34:53
RWF,À’E-2U195,2015-05-20 11:35:01
HGA,À’E-2U083,2015-05-20 11:35:38
GCS,À’E-2U190,2015-05-20 11:35:38
CWP,À’E-2U069,2015-05-20 11:36:15
GZU,À’E-2U195,2015-05-20 11:36:21
RBF,À’E-2U190,2015-05-20 11:36:51
RBG,À’E-2U083,2015-05-20 11:37:08
ETZ,À’E-2U190,2015-05-20 11:37:37
ENT,À’E-2U083,2015-05-20 11:37:58
GSP,À’E-2U190,2015-05-20 11:38:21
DVA,À’E-2U069,2015-05-20 11:38:38
NRD,À’E-2U083,2015-05-20 11:38:45
DDY,À’E-2U081,2015-05-20 11:39:01
RWF,À’E-2U081,2015-05-20 11:39:37
GXV,À’E-2U195,2015-05-20 11:39:42
CWP,À’E-2U083,2015-05-20 11:40:13
FCS,À’E-2U190,2015-05-20 11:40:51
GZU,À’E-2U081,2015-05-20 11:40:53
BGA,À’E-2U195,2015-05-20 11:41:15
RBV,,2015-05-20 
RNN,À’E-2U069,2015-05-20 11:41:46
RBV,À’E-2U050,2015-05-20 11:42:29
DVA,À’E-2U083,2015-05-20 11:42:39
DHB,À’E-2U190,2015-05-20 11:42:56
HGA,À’E-2U190,2015-05-20 11:44:13
RET,À’E-2U050,2015-05-20 11:44:20
GPJ,À’E-2U069,2015-05-20 11:44:38
RBG,À’E-2U190,2015-05-20 11:44:58
JGN,À’E-2U050,2015-05-20 11:45:25
RNN,À’E-2U083,2015-05-20 11:45:33
EFP,À’E-2U050,2015-05-20 11:45:55
FTJ,À’E-2U195,2015-05-20 11:46:05
NRD,À’E-2U190,2015-05-20 11:46:38
KFM,À’E-2U050,2015-05-20 11:47:10
GYS,À’E-2U081,2015-05-20 11:47:25
CWP,À’E-2U190,2015-05-20 11:48:13
FTJ,À’E-2U081,2015-05-20 11:48:25
GBV,,2015-05-20 
RNK,,2015-05-20 
EUN,À’E-2U050,2015-05-20 11:48:55
DVY,À’E-2U069,2015-05-20 11:49:02
GCS,À’E-2U050,2015-05-20 11:49:40
CBF,À’E-2U083,2015-05-20 11:49:59
CWH,À’E-2U069,2015-05-20 11:50:15
HXE,À’E-2U099,2015-05-20 11:50:20
DVA,À’E-2U190,2015-05-20 11:50:28
RBF,À’E-2U050,2015-05-20 11:51:04
GBV,À’E-2U081,2015-05-20 11:51:10
BZW,,2015-05-20 
MNH,À’E-2U083,2015-05-20 11:51:49
RET,,2015-05-20 
BCA,À’E-2U081,2015-05-20 11:52:24
FSX,,2015-05-20 
RNN,À’E-2U190,2015-05-20 11:52:38
GSP,À’E-2U050,2015-05-20 11:52:40
DVY,À’E-2U083,2015-05-20 11:52:59
FSD,À’E-2U069,2015-05-20 11:53:04
FSX,À’E-2U195,2015-05-20 11:53:29
RNK,À’E-2U190,2015-05-20 11:53:58
CWH,À’E-2U083,2015-05-20 11:54:19
BZW,À’E-2U081,2015-05-20 11:54:25
RET,À’E-2U087,2015-05-20 11:54:34
FCS,À’E-2U050,2015-05-20 11:54:45
EYT,À’E-2U195,2015-05-20 11:54:53
JGN,,2015-05-20 
EYT,À’E-2U081,2015-05-20 11:56:46
FSD,À’E-2U083,2015-05-20 11:57:06
BTM,À’E-2U195,2015-05-20 11:57:14
KFM,À’E-2U087,2015-05-20 11:57:24
CBF,À’E-2U190,2015-05-20 11:56:53
CVF,À’E-2U069,2015-05-20 11:58:21
BCD,À’E-2U081,2015-05-20 11:58:32
HXE,À’E-2U195,2015-05-20 11:58:43
MNH,À’E-2U190,2015-05-20 11:58:46
RBG,À’E-2U050,2015-05-20 11:58:55
BTM,À’E-2U081,2015-05-20 11:59:18
EUN,À’E-2U087,2015-05-20 11:59:33
ENT,À’E-2U050,2015-05-20 11:59:40
FXJ,À’E-2U083,2015-05-20 11:59:54
DVY,À’E-2U190,2015-05-20 11:59:49
GCS,À’E-2U087,2015-05-20 12:00:24
HXE,À’E-2U081,2015-05-20 12:00:36
CWH,À’E-2U190,2015-05-20 12:01:24
CVF,À’E-2U083,2015-05-20 12:01:25
RBF,À’E-2U087,2015-05-20 12:01:22
NFM,À’E-2U190,2015-05-20 12:01:55
AGE,À’E-2U069,2015-05-20 12:01:58
CWP,À’E-2U050,2015-05-20 12:02:33
DXY,À’E-2U083,2015-05-20 12:02:53
ETZ,À’E-2U087,2015-05-20 12:03:08
DJH,À’E-2U069,2015-05-20 12:03:12
GSP,À’E-2U087,2015-05-20 12:03:53
DVA,À’E-2U050,2015-05-20 12:04:27
AGE,À’E-2U083,2015-05-20 12:04:39
SNY,À’E-2U069,2015-05-20 12:05:36
FCS,À’E-2U087,2015-05-20 12:05:46
JMS,À’E-2U190,2015-05-20 12:05:58
DJH,À’E-2U083,2015-05-20 12:06:09
RBV,,2015-05-20 
RNN,À’E-2U050,2015-05-20 12:06:48
FXJ,À’E-2U190,2015-05-20 12:07:02
BPN,À’E-2U069,2015-05-20 12:07:09
RBV,À’E-2U061,2015-05-20 12:07:07
EMX,À’E-2U069,2015-05-20 12:07:25
RNK,À’E-2U050,2015-05-20 12:07:50
SNY,À’E-2U083,2015-05-20 12:08:19
HGA,À’E-2U087,2015-05-20 12:08:39
RET,À’E-2U061,2015-05-20 12:08:42
RBG,À’E-2U087,2015-05-20 12:09:24
JGN,À’E-2U061,2015-05-20 12:09:20
GPJ,À’E-2U050,2015-05-20 12:09:40
ENT,À’E-2U087,2015-05-20 12:09:54
CVF,À’E-2U190,2015-05-20 12:10:00
RWF,À’E-2U069,2015-05-20 12:10:24
EFP,À’E-2U061,2015-05-20 12:10:28
CBF,À’E-2U050,2015-05-20 12:10:38
NRD,À’E-2U087,2015-05-20 12:10:45
DXY,À’E-2U190,2015-05-20 12:10:59
EMX,À’E-2U083,2015-05-20 12:11:11
KFM,À’E-2U061,2015-05-20 12:11:30
GZU,À’E-2U069,2015-05-20 12:11:37
AGE,À’E-2U190,2015-05-20 12:12:13
MNH,À’E-2U050,2015-05-20 12:12:40
DJH,À’E-2U190,2015-05-20 12:13:04
CWP,À’E-2U087,2015-05-20 12:12:13
EUN,À’E-2U061,2015-05-20 12:13:26
DVY,À’E-2U050,2015-05-20 12:13:51
GCS,À’E-2U061,2015-05-20 12:14:10
DVA,À’E-2U087,2015-05-20 12:14:39
DDY,À’E-2U083,2015-05-20 12:14:49
GXV,À’E-2U069,2015-05-20 12:14:54
RWF,À’E-2U083,2015-05-20 12:15:34
SNY,À’E-2U190,2015-05-20 12:15:44
RBF,À’E-2U061,2015-05-20 12:15:55
BGA,À’E-2U069,2015-05-20 12:16:09
CWH,À’E-2U050,2015-05-20 12:16:26
ETZ,À’E-2U061,2015-05-20 12:17:09
NFM,À’E-2U050,2015-05-20 12:17:12
BPN,À’E-2U190,2015-05-20 12:17:20
GSP,À’E-2U061,2015-05-20 12:17:59
GYS,À’E-2U069,2015-05-20 12:18:09
GZU,À’E-2U083,2015-05-20 12:18:19
FCS,À’E-2U061,2015-05-20 12:19:44
FTJ,À’E-2U069,2015-05-20 12:19:42
RBV,,2015-05-20 
RBV,,2015-05-20 
RBV,À’E-2U080,2015-05-20 12:20:30
DHB,À’E-2U061,2015-05-20 12:21:30
CBF,À’E-2U087,2015-05-20 12:21:40
BGA,À’E-2U083,2015-05-20 12:21:48
DDY,À’E-2U190,2015-05-20 12:21:59
JMS,À’E-2U050,2015-05-20 12:22:12
RET,À’E-2U080,2015-05-20 12:22:32
FWA,À’E-2U069,2015-05-20 12:22:33
RWF,À’E-2U190,2015-05-20 12:22:44
HGA,À’E-2U061,2015-05-20 12:22:59
JGN,À’E-2U080,2015-05-20 12:23:18
MNH,À’E-2U087,2015-05-20 12:23:39
RBG,À’E-2U061,2015-05-20 12:23:57
EFP,À’E-2U080,2015-05-20 12:24:02
ENT,À’E-2U061,2015-05-20 12:24:28
DVY,À’E-2U087,2015-05-20 12:24:41
GYS,À’E-2U083,2015-05-20 12:24:49
KFM,À’E-2U080,2015-05-20 12:25:24
BCA,À’E-2U069,2015-05-20 12:25:57
CWH,À’E-2U087,2015-05-20 12:26:10
CWP,À’E-2U061,2015-05-20 12:26:38
CVF,À’E-2U050,2015-05-20 12:26:56
GXV,À’E-2U190,2015-05-20 12:27:00
EUN,À’E-2U080,2015-05-20 12:27:30
FWA,À’E-2U083,2015-05-20 12:27:52
BGA,À’E-2U190,2015-05-20 12:28:00
GCS,À’E-2U080,2015-05-20 12:28:10
BZW,À’E-2U069,2015-05-20 12:28:18
FSD,À’E-2U087,2015-05-20 12:28:42
DXY,À’E-2U050,2015-05-20 12:28:59
RBF,À’E-2U080,2015-05-20 12:29:18
GBV,À’E-2U083,2015-05-20 12:29:35
FSX,À’E-2U069,2015-05-20 12:29:39
AGE,À’E-2U050,2015-05-20 12:30:08
GYS,À’E-2U190,2015-05-20 12:30:38
JMS,À’E-2U087,2015-05-20 12:30:45
ETZ,À’E-2U080,2015-05-20 12:31:01
RNN,À’E-2U061,2015-05-20 12:31:14
DJH,À’E-2U050,2015-05-20 12:31:22
FTJ,À’E-2U190,2015-05-20 12:31:57
GSP,À’E-2U080,2015-05-20 12:31:59
RNK,À’E-2U061,2015-05-20 12:32:06
BCD,À’E-2U069,2015-05-20 12:32:50
BZW,À’E-2U083,2015-05-20 12:32:59
FCS,À’E-2U080,2015-05-20 12:33:48
RET,,2015-05-20 
RET,,2015-05-20 
FWA,À’E-2U190,2015-05-20 12:34:20
DHB,À’E-2U080,2015-05-20 12:34:43
EYT,À’E-2U083,2015-05-20 12:35:19
GPJ,À’E-2U061,2015-05-20 12:35:24
CBF,À’E-2U061,2015-05-20 12:35:27
RET,À’E-2U029,2015-05-20 12:35:44
JGN,À’E-2U029,2015-05-20 12:36:32
MNH,À’E-2U061,2015-05-20 12:36:39
BCD,À’E-2U083,2015-05-20 12:36:49
DXY,À’E-2U087,2015-05-20 12:36:57
RBG,À’E-2U080,2015-05-20 12:37:23
EFP,À’E-2U029,2015-05-20 12:37:33
BCA,À’E-2U190,2015-05-20 12:37:38
AGE,À’E-2U087,2015-05-20 12:37:47
ENT,À’E-2U080,2015-05-20 12:38:13
DVY,À’E-2U061,2015-05-20 12:38:17
KFM,À’E-2U029,2015-05-20 12:38:32
BZW,À’E-2U190,2015-05-20 12:39:01
NRD,À’E-2U080,2015-05-20 12:39:08
DDY,À’E-2U050,2015-05-20 12:39:44
CWH,À’E-2U061,2015-05-20 12:40:10
EUN,À’E-2U029,2015-05-20 12:40:18
NFM,À’E-2U061,2015-05-20 12:40:31
CWP,À’E-2U080,2015-05-20 12:40:41
RWF,À’E-2U050,2015-05-20 12:40:44
SNY,À’E-2U087,2015-05-20 12:40:57
GCS,À’E-2U029,2015-05-20 12:41:04
EYT,À’E-2U190,2015-05-20 12:41:30
BPN,À’E-2U087,2015-05-20 12:41:47
GZU,À’E-2U050,2015-05-20 12:42:00
RBF,À’E-2U029,2015-05-20 12:42:17
EMX,À’E-2U087,2015-05-20 12:42:21
DVA,À’E-2U080,2015-05-20 12:42:34
BCD,À’E-2U190,2015-05-20 12:42:55
FSD,À’E-2U061,2015-05-20 12:43:15
ETZ,À’E-2U029,2015-05-20 12:43:58
BTM,À’E-2U190,2015-05-20 12:44:04
JMS,À’E-2U061,2015-05-20 12:44:06
GSP,À’E-2U029,2015-05-20 12:44:35
DDY,À’E-2U087,2015-05-20 12:44:51
FXJ,À’E-2U061,2015-05-20 12:45:14
RNN,À’E-2U080,2015-05-20 12:45:22
HXE,À’E-2U190,2015-05-20 12:45:28
RWF,À’E-2U087,2015-05-20 12:45:33
BGA,À’E-2U050,2015-05-20 12:45:56
FCS,À’E-2U029,2015-05-20 12:46:15
GZU,À’E-2U087,2015-05-20 12:46:42
CVF,À’E-2U061,2015-05-20 12:47:09
RET,,2015-05-20 
DHB,À’E-2U029,2015-05-20 12:48:08
RNK,,2015-05-20 
GXV,À’E-2U087,2015-05-20 12:48:57
DXY,À’E-2U061,2015-05-20 12:49:11
CBF,À’E-2U080,2015-05-20 12:49:17
HGA,À’E-2U029,2015-05-20 12:49:29
RET,À’E-2U086,2015-05-20 12:49:42
FTJ,À’E-2U050,2015-05-20 12:50:22
JGN,À’E-2U086,2015-05-20 12:50:30
BGA,À’E-2U087,2015-05-20 12:50:38
AGE,À’E-2U061,2015-05-20 12:50:44
EFP,À’E-2U086,2015-05-20 12:51:12
DJH,À’E-2U061,2015-05-20 12:51:16
MNH,À’E-2U080,2015-05-20 12:51:23
RBG,,2015-05-20 
NRD,À’E-2U029,2015-05-20 12:52:24
KFM,À’E-2U086,2015-05-20 12:52:38
FWA,À’E-2U050,2015-05-20 12:52:53
SNY,À’E-2U061,2015-05-20 12:53:33
CWP,À’E-2U029,2015-05-20 12:53:48
CWH,À’E-2U080,2015-05-20 12:54:04
EUN,À’E-2U086,2015-05-20 12:54:18
BPN,À’E-2U061,2015-05-20 12:54:35
GCS,À’E-2U086,2015-05-20 12:54:56
GBV,À’E-2U050,2015-05-20 12:55:01
EMX,À’E-2U061,2015-05-20 12:55:12
FTJ,À’E-2U087,2015-05-20 12:55:14
DVA,À’E-2U029,2015-05-20 12:55:35
RBF,À’E-2U086,2015-05-20 12:56:14
BCA,À’E-2U050,2015-05-20 12:56:38
FWA,À’E-2U087,2015-05-20 12:57:12
FSD,À’E-2U080,2015-05-20 12:57:21
DDY,À’E-2U061,2015-05-20 12:57:37
ETZ,À’E-2U086,2015-05-20 12:57:50
RNN,À’E-2U029,2015-05-20 12:58:14
RWF,À’E-2U061,2015-05-20 12:58:18
GSP,À’E-2U086,2015-05-20 12:58:38
JMS,À’E-2U080,2015-05-20 12:58:42
RNK,À’E-2U029,2015-05-20 12:58:57
GBV,À’E-2U087,2015-05-20 12:59:03
GZU,À’E-2U061,2015-05-20 12:59:27
FXJ,À’E-2U080,2015-05-20 12:59:54
RBV,,2015-05-20 
RBV,À’E-2U023,2015-05-20 13:00:30
GPJ,À’E-2U029,2015-05-20 13:00:40
BCA,À’E-2U087,2015-05-20 13:00:43
DHB,À’E-2U086,2015-05-20 13:01:11
CBF,À’E-2U029,2015-05-20 13:01:38
HGA,À’E-2U086,2015-05-20 13:02:11
RET,À’E-2U023,2015-05-20 13:02:13
CVF,À’E-2U080,2015-05-20 13:02:25
BGA,À’E-2U061,2015-05-20 13:02:34
MNH,À’E-2U029,2015-05-20 13:02:59
RBG,À’E-2U086,2015-05-20 13:03:11
FSX,À’E-2U087,2015-05-20 13:03:14
BCD,À’E-2U050,2015-05-20 13:03:30
JGN,À’E-2U023,2015-05-20 13:03:38
DXY,À’E-2U080,2015-05-20 13:04:11
ENT,À’E-2U086,2015-05-20 13:04:26
DVY,À’E-2U029,2015-05-20 13:04:35
EFP,À’E-2U023,2015-05-20 13:04:37
NRD,À’E-2U086,2015-05-20 13:05:00
KFM,À’E-2U023,2015-05-20 13:05:43
CWH,À’E-2U029,2015-05-20 13:06:14
AGE,À’E-2U080,2015-05-20 13:05:45
CWP,À’E-2U086,2015-05-20 13:06:31
NFM,À’E-2U029,2015-05-20 13:06:50
EUN,À’E-2U023,2015-05-20 13:07:15
GCS,À’E-2U023,2015-05-20 13:08:00
DVA,À’E-2U086,2015-05-20 13:08:20
RBF,À’E-2U023,2015-05-20 13:09:19
BPN,,2015-05-20 
JMS,À’E-2U029,2015-05-20 13:09:48
GBV,À’E-2U061,2015-05-20 13:10:09
RNN,À’E-2U086,2015-05-20 13:10:15
BPN,À’E-2U080,2015-05-20 13:10:24
ETZ,À’E-2U023,2015-05-20 13:10:35
FXJ,À’E-2U029,2015-05-20 13:10:59
EMX,À’E-2U080,2015-05-20 13:11:03
RNK,À’E-2U086,2015-05-20 13:11:13
GSP,À’E-2U023,2015-05-20 13:11:23
BCA,À’E-2U061,2015-05-20 13:11:41
RET,,2015-05-20 
FCS,À’E-2U023,2015-05-20 13:12:46
GPJ,À’E-2U086,2015-05-20 13:13:11
FSX,À’E-2U061,2015-05-20 13:14:03
DHB,À’E-2U023,2015-05-20 13:14:10
CBF,À’E-2U086,2015-05-20 13:14:21
RET,À’E-2U053,2015-05-20 13:15:05
HGA,À’E-2U023,2015-05-20 13:15:16
DXY,À’E-2U029,2015-05-20 13:15:15
JGN,À’E-2U053,2015-05-20 13:15:47
RBG,À’E-2U023,2015-05-20 13:16:09
MNH,À’E-2U086,2015-05-20 13:16:17
EFP,À’E-2U053,2015-05-20 13:16:29
BCD,À’E-2U061,2015-05-20 13:16:39
ENT,À’E-2U023,2015-05-20 13:16:54
GZU,À’E-2U080,2015-05-20 13:17:08
DVY,À’E-2U086,2015-05-20 13:17:30
BTM,À’E-2U061,2015-05-20 13:17:42
DJH,À’E-2U029,2015-05-20 13:17:52
NRD,À’E-2U023,2015-05-20 13:17:53
KFM,À’E-2U053,2015-05-20 13:18:07
HXE,À’E-2U061,2015-05-20 13:18:42
CWH,À’E-2U086,2015-05-20 13:18:56
CWP,À’E-2U023,2015-05-20 13:19:27
NFM,À’E-2U086,2015-05-20 13:19:54
EUN,À’E-2U053,2015-05-20 13:20:00
GXV,À’E-2U080,2015-05-20 13:20:06
DVA,À’E-2U023,2015-05-20 13:20:41
GCS,À’E-2U053,2015-05-20 13:20:50
BPN,À’E-2U029,2015-05-20 13:20:56
EMX,À’E-2U029,2015-05-20 13:21:31
BGA,À’E-2U080,2015-05-20 13:21:42
RBF,À’E-2U053,2015-05-20 13:22:12
FSD,À’E-2U086,2015-05-20 13:22:38
RNN,À’E-2U023,2015-05-20 13:22:39
RET,,2015-05-20 
ETZ,À’E-2U053,2015-05-20 13:23:13
RNK,À’E-2U023,2015-05-20 13:23:35
GSP,À’E-2U053,2015-05-20 13:24:02
JMS,À’E-2U086,2015-05-20 13:24:12
GYS,À’E-2U080,2015-05-20 13:24:46
RET,À’E-2U078,2015-05-20 13:24:58
FCS,À’E-2U053,2015-05-20 13:25:18
FXJ,À’E-2U086,2015-05-20 13:25:19
FTJ,À’E-2U080,2015-05-20 13:25:50
JGN,À’E-2U078,2015-05-20 13:26:07
CBF,À’E-2U023,2015-05-20 13:26:34
EFP,À’E-2U078,2015-05-20 13:26:47
GZU,À’E-2U029,2015-05-20 13:27:15
